BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-1.2075794737409848,-0.25596817320962484,-0.11227252815264242,-0.9883470996626342,0.3968427337156244,-0.9312688329083721,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.6853706166613857,-0.8152438154986386,-0.5803573217232947,-1.4639073464461088,-0.6424696062452433,-0.8633341299447661,-0.5255509710834134,0.36067954425377496
0.9520826083749445,0.1325009065754906,-1.682429377606276,-0.9883470996626342,-1.0886846022253398,1.53199395804578,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.593146682358531,0.7970801647654013,-1.3846467451272282,0.9345680841697735,1.0884117654248837,0.9424665544005255,0.23422689681747927,0.36067954425377496
0.8278396428908362,0.5209699863606061,0.6037349624746362,1.0664513561463624,-1.0886846022253398,-0.9312688329083721,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.6853706166613857,-0.8152438154986386,0.49314186242060587,1.0196325145563818,-0.45600836913569004,0.4668380030806282,-0.5255509710834134,0.36067954425377496
0.6269862973433042,-1.0329063327798553,0.831062467559816,1.2707727158240343,-1.0886846022253398,0.5661110813538229,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25919988834447877,-0.1208536731793285,-0.8771966174188548,1.0196325145563818,-0.7320042971064623,-0.1510294557011963,-0.5255509710834134,0.36067954425377496
0.27268646873283814,0.5209699863606061,-0.7086779713896809,-0.1131419139475584,-1.0886846022253398,-0.9312688329083721,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.6853706166613857,-0.8152438154986386,-0.8771966174188548,-1.2392891569677893,-0.4310436127479038,-0.3666850713325715,-0.5255509710834134,0.36067954425377496
0.6679998694980653,0.5209699863606061,0.7908253711697609,-0.9883470996626342,1.251264772469981,-0.9312688329083721,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.6853706166613857,-0.8152438154986386,0.22393210168063873,-0.7396461799981284,-0.11083261671490717,1.6601878637384078,-0.5255509710834134,0.36067954425377496
0.14082654527404626,0.5209699863606061,1.3649885151736536,1.719123253752842,1.036539312251546,-0.9312688329083721,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.6853706166613857,-0.8152438154986386,1.6714045707008576,1.7443682404456515,2.0872508746711254,-0.5539450478704326,2.8934528534744284,0.36067954425377496
0.6717871852410521,0.5209699863606061,0.4073493754541052,-0.9883470996626342,0.888457658957078,-0.9312688329083721,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.6853706166613857,-0.8152438154986386,0.49314186242060587,-0.43753075396285507,-0.43071958791823417,0.3208214346034155,-0.5255509710834134,0.36067954425377496
0.3801649821934559,0.5209699863606061,0.6408646679732578,1.018327646499481,0.6357750053733213,-0.9312688329083721,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.6853706166613857,-0.8152438154986386,-0.07290719401492153,0.9345680841697735,-0.4266317876120482,-0.1521086976743876,-0.5255509710834134,0.36067954425377496
-0.5618698108455643,-1.4213754125649707,0.7772486786811621,1.2224050248621605,-1.0886846022253398,-0.9312688329083721,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.6853706166613857,-0.8152438154986386,-0.36974648971048163,1.4918538529953134,-0.21522383219597876,-1.1539033547826623,-0.5255509710834134,0.36067954425377496
0.5006973943750411,0.5209699863606061,0.6634681479736599,-0.9883470996626342,1.1307719461939463,-0.9312688329083721,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.6853706166613857,-0.8152438154986386,0.49314186242060587,-1.2392891569677893,-0.2513699109353446,1.5691817640493202,-0.5255509710834134,0.36067954425377496
0.14361991394115814,-0.25596817320962484,0.8294962535425962,1.269365006812207,-1.0886846022253398,-0.9312688329083721,-0.5988577356115314,0.1593671640505949,-0.9169951914991048,-0.6853706166613857,-0.8152438154986386,0.03994586859363331,-0.6097929752512534,-0.41893842393954867,-0.7673336857432986,-0.5255509710834134,0.36067954425377496
0.5801340603455086,0.5209699863606061,1.093506185886231,1.4287233095953176,1.0501101110685247,-0.9312688329083721,1.2698432294420248,0.1593671640505949,1.389517164227006,-0.6853706166613857,-0.8152438154986386,1.028221525084572,-0.11001313756406558,-0.46213244902029627,0.24824357293345267,0.329199985056047,0.36067954425377496
0.3322280170731576,0.5209699863606061,0.9530181720074085,0.8782473958306307,1.3336404449549746,-0.9312688329083721,0.6469429077575061,-0.11997437587827835,0.9701505951328818,-0.6853706166613857,-0.8152438154986386,1.028221525084572,1.0196325145563818,0.0026745763409767075,-0.3440430349320898,-0.2406351253715348,0.36067954425377496
0.8803581996527337,0.5209699863606061,-1.682429377606276,-0.9883470996626342,-1.0886846022253398,0.712141001014534,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,-0.25919988834447877,-0.1208536731793285,-1.3846467451272282,-0.11001313756406558,-0.3745578284413643,0.8715458063583654,-0.5255509710834134,0.36067954425377496
1.3332668400544359,0.5209699863606061,0.8559610915686835,-0.9883470996626342,1.3128897580454522,1.2429624706456597,0.02404258607298729,-0.6786608078479125,0.34110199958888626,0.16697595404162416,0.7970801647654013,0.4345429336934518,1.0992056846044254,0.15243636811881395,1.5431485411861101,-0.5255509710834134,0.36067954425377496
0.7353531911570633,-0.013175532489446426,-1.682429377606276,-0.9883470996626342,-1.0886846022253398,1.296422676135314,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.593146682358531,0.5735364691399816,-1.3846467451272282,-0.11001313756406558,-0.5580946895419945,0.014589708992638806,-0.5255509710834134,-2.628285197478895
-1.2053413002160347,-1.809848765514237,0.4669585646342798,-0.9883470996626342,0.9448539865158431,-0.9312688329083721,-0.18359002395475668,-0.6786608078479125,-0.07826456950523818,-0.6853706166613857,-0.8152438154986386,0.22393210168063873,-0.3347544804950853,-0.619048594338184,-1.4303803677784073,0.329199985056047,0.36067954425377496
0.7150040992810394,0.5209699863606061,0.45713670193138056,0.5926474041511731,0.8060737664356209,-0.9312688329083721,0.43931029772976204,-0.39931926791903927,0.5507840260387573,-0.6853706166613857,-0.8152438154986386,0.3010660908613972,1.6978335734739505,0.03148951405748665,0.6188986127948828,-0.5255509710834134,0.36067954425377496
